MovieID,Title,Genre,ReleaseYear,ReleaseDate,Country,BudgetUSD,US_BoxOfficeUSD,Global_BoxOfficeUSD,Opening_Day_SalesUSD,One_Week_SalesUSD,IMDbRating,RottenTomatoesScore,NumVotesIMDb,NumVotesRT,Director,LeadActor
2989,Professional special church,Drama,1963,06-07-1963,China,613662.8,964312.24,1994751.29,158953.74,474878.93,7.4,79,9655,50,Albert Phillips,Daniel Thompson
2990,Nation system anyone,Romance,2014,30-09-2014,Japan,11348122.95,5759898.67,12506055.56,1120051.68,3032370.7,8.3,88,174,338,Roberto Underwood,Shannon Hunt
2991,Paper,Comedy,2013,27-02-2013,India,146125996.9,58744525.84,146125996.9,10328680.54,30151244.23,5.6,41,30991,26374,David Hall,Kathryn Stevenson
2992,Evening decide summer,Drama,1992,08-01-1992,USA,18387950.47,49219171.26,75997705.92,6571743.01,28700531.73,7.1,100,5234,798,Samantha Campbell,Sandra Spears
2993,If situation prevent,Action,2016,03-05-2016,Japan,531308.81,334727.64,650584.6,71952.74,174342.18,9.6,97,2171,84,Kimberly Barker,Stephanie Moore
2994,Little oil war,Action,2022,11-07-2022,USA,2242843.08,1879532.37,3713634.26,537119.92,1005745.78,6.1,66,2942,20238,Amber Anderson,Benjamin Walters
2995,Color ahead,Drama,2024,10-01-2024,Australia,36470490.23,68422150.97,113018367.6,15006853.48,32135814.84,8.4,83,1118,4802,Jeffrey Myers MD,Mrs. Stephanie Palmer
2996,Role happy,Thriller,2009,06-10-2009,India,1530379.67,2861847.0,7043642.82,767562.43,1212301.01,8.7,88,20064,536,William Carpenter,Richard Mata
2997,Animal buy than,Romance,1954,25-05-1954,USA,11346008.22,19640028.83,28658446.77,3245121.34,10348883.9,7.4,69,14837,50,Melissa Cohen,Dennis Perry
2998,Concern citizen economy,Comedy,1977,01-09-1977,USA,45187108.92,18323072.33,45187108.92,3871960.01,8071823.23,6.3,56,4311,50,Darlene Murphy,Victoria Phillips
2999,Particular would,Horror,1982,16-12-1982,USA,30300150.9,86390983.49,142247282.3,16676660.27,36355815.26,4.4,43,100,517,Anthony Henry,Lauren Horton
3000,Section little history,Drama,2023,16-12-2023,USA,5252337.58,14448060.66,24629708.43,2197141.29,6146576.31,7.8,75,1486,433,Sophia Gomez,Melissa Lopez
3001,Range role fall,Thriller,1968,29-07-1968,USA,10715565.22,27921590.58,51404385.9,5393725.69,13177220.79,7.1,81,12704,188,Caitlin Brewer,Jeffrey Sharp
3002,Myself oil man,Drama,2022,25-01-2022,USA,1139909.13,1864812.91,4385824.44,289750.72,881527.17,6.8,69,2810,960,Alyssa Adams,Krystal Cross
3003,Church care,Sci-Fi,1984,26-06-1984,USA,848222.51,571382.31,848222.51,73651.8,290641.86,5.5,41,911,50,Mary Mitchell,Terry Martinez
3004,A,Drama,1999,11-08-1999,USA,811042.49,1538429.64,2909613.35,306386.16,889318.75,6.9,75,1155,834,Gary Simmons,Sharon Rodriguez
3005,Especially society,Sci-Fi,1979,31-10-1979,USA,9830761.18,5956223.81,9858753.11,1072048.33,2853055.43,6.4,55,9577,100,Hannah Camacho,Darren Jones
3006,He sort ground,Drama,1991,15-02-1991,USA,1328087.75,1092384.45,2225477.36,120438.22,551321.02,10.0,100,2109,410,Kayla Young,Sabrina Massey
3007,Quality prevent,Comedy,1960,02-11-1960,USA,719701.62,701155.94,1603599.08,182948.53,303952.87,7.0,74,45599,721,David Hall,Ashley Juarez
3008,Fly sign put,Drama,2025,08-07-2025,USA,3654632.35,10838420.64,16488306.35,2483372.95,5462961.93,8.5,80,1374,67,David Charles,Jeffrey Sharp
3009,Wear process space,Thriller,1987,09-11-1987,USA,31329919.06,38809829.79,66072205.07,6462719.65,19225405.86,6.2,70,160,231,David Hall,Olivia Ortiz
3010,Actually want last,Drama,2022,20-09-2022,China,1314120.55,3832015.05,6052950.62,711783.79,2035100.74,9.6,100,1524,2395,Emily Miller,David Lopez
3011,Without across one,Comedy,2011,14-10-2011,USA,911054.77,2661510.8,4005396.22,652550.45,1106513.84,5.5,53,1540,289,Janice Taylor,William Crawford
3012,Important standard book,Romance,2025,31-07-2025,USA,37185222.23,19597501.46,40649359.84,2143126.52,9840137.22,3.8,47,3261,344,Diana Davis,Tonya Campbell
3013,Decade election above,Horror,1984,17-06-1984,Canada,1850716.67,3521890.8,8604142.54,571913.87,1440780.24,8.3,72,905,316,Daniel Brown,Richard Davis
3014,Gas drop,Drama,2001,04-06-2001,USA,1020031.7,2111844.19,4889322.42,346320.54,1081100.24,6.8,72,1257,5036,Jessica Gonzalez,William Washington
3015,Case couple,Documentary,1998,19-08-1998,USA,633903.96,930838.23,2199846.19,243288.44,509634.37,6.8,77,3216,173,Barbara Torres,Cody Peters
3016,With only kind,Drama,2019,09-12-2019,India,712265.29,543447.57,1317480.07,100224.13,268069.65,4.9,41,158,947,Andrew Chambers,Johnathan Chen
3017,Onto grow,Comedy,1996,02-04-1996,USA,3981055.51,5774385.88,8759494.1,881290.59,3233002.59,7.0,66,1308,27548,Tara Underwood,Jennifer Cook
3018,Like view,Drama,1976,21-10-1976,Canada,5567197.58,3971896.39,6478905.24,1097337.98,1839572.27,5.3,46,10843,66,Jeremy Ray,Paige Gonzalez
3019,Spend guess over,Horror,1960,11-10-1960,USA,1963239.97,4148629.69,8618138.0,870079.34,2154058.87,6.7,67,39701,2081,James Cross,Jeanette Archer
3020,Country cause purpose,Action,1981,01-05-1981,USA,4177624.02,2529803.61,4465346.75,571794.36,1021205.2,6.7,60,623,132,Jessica Gonzalez,John Sullivan
3021,Something since,Drama,2025,13-12-2025,USA,6256039.43,8021992.84,12367252.88,1121503.72,4189867.88,9.6,70,853,126,Heidi Cisneros,Donald Benson
3022,Simple,Action,2024,20-10-2024,India,149906.73,262039.8,587842.42,66243.89,154349.9,5.6,64,28037,50,Diana Davis,Jennifer Moore
3023,Necessary beautiful,Documentary,2018,25-01-2018,USA,3031343.78,6353981.52,9950707.0,1413311.79,2702137.57,5.7,47,5630,50,Jeremy Davis,Jeffrey Jenkins
3024,Challenge know,Drama,2021,08-03-2021,USA,184568.9,111990.3,231040.39,26103.51,55038.34,3.8,45,572,212,Mrs. Hannah Campbell DDS,Marc Vasquez
3025,Picture here,Comedy,2005,10-11-2005,USA,1067978.73,1669424.81,3673849.86,307713.99,899819.51,6.7,73,6846,198,Michael Chung,William Prince
3026,Professional answer finish,Drama,1967,10-10-1967,USA,16065744.1,34247944.4,59807065.65,7841284.34,20276443.86,7.3,61,2544,3830,Tracy Tucker,Tricia Thomas
3027,Street pattern,Comedy,2019,08-09-2019,USA,2298685.08,2758433.95,4382272.29,346498.01,1340449.45,6.4,72,538,9069,William Walker,Adam Bowman
3028,Five next book,Comedy,1987,15-09-1987,USA,2986082.29,5415490.91,8941207.13,774269.94,2892025.73,4.5,44,220,651,Joshua Morales,Heather Allison
3029,Face federal sure,Drama,2019,03-05-2019,USA,9423377.01,21573537.17,33325765.32,3156449.17,10203903.26,6.2,73,12666,50,Suzanne Gonzalez,Veronica Mills
3030,Someone anyone moment,Drama,2006,26-03-2006,Australia,6200783.72,10296173.87,16078168.63,2287788.79,4120508.82,4.2,50,1067,1292,Susan Farley,Donald Benson
3031,Raise wish while,Comedy,1969,09-08-1969,USA,9245029.31,18873819.65,27351159.83,3809541.43,10367553.72,4.1,52,139,873,Renee Campbell,Kristina Krause
3032,He behavior moment,Comedy,2007,07-09-2007,USA,293646.32,724960.61,1361522.6,147101.57,321014.96,9.0,69,472,1351,Michael Ross,Tyler Cooper
3033,Practice describe,Comedy,1978,08-07-1978,USA,287847.95,519686.66,901821.29,125914.61,279340.63,7.7,82,2108,1025,Chad Peters MD,Jessica Scott
3034,Debate clear light do,Comedy,2015,31-10-2015,USA,11477020.66,28354750.5,42837240.93,3835813.17,16923403.07,4.3,36,3159,215,Bethany Rodriguez,Michael Ramirez
3035,Begin cultural company,Action,1968,03-04-1968,UK,5027370.61,3295211.36,5027370.61,473043.95,1754245.4,9.2,97,2031,1681,Jeffrey Myers MD,Brenda Guerrero
3036,Take put,Comedy,2012,23-07-2012,USA,1371467.51,1960730.29,4334545.42,460760.12,955714.57,8.8,93,15392,404,William Carpenter,Anthony Rhodes
3037,Again position idea leg,Comedy,1987,05-04-1987,USA,240727.03,575818.21,1033207.13,85136.46,303677.19,5.7,58,743,296,Amanda Montgomery,Jamie Cunningham
3038,Your what professional,Sci-Fi,2002,26-03-2002,USA,9571931.3,6201072.74,9571931.3,1431693.01,3320798.36,7.5,81,2558,24915,Amanda Cantrell,Amy Gomez
3039,Organization home,Action,1968,20-01-1968,USA,2881141.64,8930314.02,12761275.04,959404.7,5085780.39,6.1,55,40016,613,Elizabeth Lane,Michael Gomez
3040,Own memory ten,Thriller,2023,01-05-2023,USA,3609678.22,2936832.65,6137073.23,733106.94,1264912.65,9.1,100,2154,1194,Matthew Beck,Kathryn Hunt
3041,Assume yet,Drama,2015,13-03-2015,USA,3956935.76,4927375.17,9176996.24,984279.83,2458230.39,8.2,99,796,92812,Sophia Gomez,John Perry
3042,Soldier them least,Horror,1976,10-07-1976,France,22937827.79,62168705.13,92985198.09,10523705.39,31434283.69,7.4,62,186,257,Sara Higgins,Rachel Howard
3043,Lawyer must,Romance,2017,10-05-2017,USA,2099984.69,1030623.18,2099984.69,250650.85,560232.47,5.9,59,3224,123,Sharon Wilson,Sharon Brady
3044,Likely care,Horror,1982,08-05-1982,USA,6892532.97,3598943.75,6892532.97,648456.89,1496593.83,7.8,73,5168,974,Francisco Ford,Nicholas Williamson
3045,Clearly city,Comedy,2005,25-03-2005,USA,21917751.61,46332782.43,107555776.2,10596615.47,21383498.33,7.3,67,3063,1920,Anthony Rowland,Courtney Butler
3046,Sort major them,Action,1997,04-08-1997,USA,17626499.26,31812735.06,59352303.87,4753439.16,16610748.86,6.1,62,25870,50,Michael Manning,Jeanette Archer
3047,Plan official million,Comedy,2025,22-03-2025,USA,8415317.55,11445853.18,25092896.23,2012472.19,6631716.11,7.1,73,581,93,Sonya Clark,Karen Shaffer
3048,Can forget,Drama,2014,18-04-2014,USA,2185727.6,4506034.66,10756677.26,845054.78,2165992.97,8.1,82,16281,564,Jessica Rodriguez,Christopher Rodgers
3049,Address line arm,Drama,2019,19-08-2019,USA,241763.67,592545.12,944596.64,123218.36,347170.58,5.2,46,3991,141,Jonathan Evans,Lauren Horton
3050,Part position,Drama,1997,02-09-1997,Australia,23540392.3,20946603.79,42448420.69,3877265.01,9284890.48,6.2,51,4964,205,Thomas Peterson,Christopher Tucker
3051,Four professional,Drama,2011,05-09-2011,USA,9656816.97,8117088.68,11978015.43,1458259.07,3904307.52,7.4,88,18540,84,Darlene Murphy,Duane Fletcher DDS
3052,Individual foot south,Romance,2009,05-04-2009,Japan,393395.69,623747.0,1104242.82,68733.7,368514.78,5.1,63,4221,1812,Kristina Moore,Sandra Spears
3053,Month world,Action,2025,21-10-2025,USA,10947202.82,30329740.41,44343030.9,7622065.21,16076704.94,8.4,72,871,434,Jeremy Ray,Gabriel Mathis
3054,Light mind age,Thriller,1982,17-12-1982,USA,1590879.34,3357351.47,5816001.1,723243.14,1549309.58,8.4,88,2303,2466,Mr. Drew Clark Jr.,Jamie Cunningham
3055,Cell president while,Drama,1999,30-03-1999,USA,145558531.1,166048124.0,335925641.8,21934332.38,66546858.44,7.6,100,803,2796,Rachel Hayes,Jason Chavez
3056,Among term sort,Thriller,1984,04-11-1984,USA,1072675.38,2897212.78,4379139.75,639050.47,1342175.54,7.0,52,10065,236,Carolyn Schwartz,Johnathan Chen
3057,Arrive clear matter,Comedy,2018,21-10-2018,USA,1424141.16,1668603.63,2782268.42,212769.44,966799.42,5.5,72,1157,1115,Michael Ross,William Crawford
3058,Such southern,Comedy,2011,23-09-2011,USA,44551180.35,102759388.3,192244012.7,20257215.1,54680291.14,8.5,82,6445,51,Mr. Drew Clark Jr.,Patrick Barnett
3059,Middle environment standard,Thriller,2020,07-04-2020,USA,484663.12,971523.65,2246202.92,286223.3,582474.34,10.0,82,6468,50,Charlotte Williams,John Ross
3060,Weight about low,Comedy,1989,08-04-1989,USA,4354194.09,2388032.96,5744053.91,525774.96,1306868.77,5.5,63,8816,141,Sara Higgins,Dr. Edward Smith
3061,Fine court fight,Horror,1985,20-07-1985,USA,2073752.89,1009188.37,2073752.89,110463.12,455348.65,6.1,65,1653,126,Amanda Cantrell,Olivia Ortiz
3062,Total,Action,2021,26-01-2021,USA,457239.15,910991.54,1658674.26,94468.46,396500.63,5.4,50,6776,1080,Jordan Orozco,Paige Gonzalez
3063,Simple reason her,Sci-Fi,1993,19-06-1993,USA,1249267.14,1573306.08,2373853.36,275008.79,894222.26,7.2,68,15000,90,Michelle Collins,John Strickland
3064,Western imagine try,Comedy,1958,04-11-1958,USA,5054929.73,5731916.8,10847016.71,1529070.01,2523275.55,7.5,84,9825,50,Renee Campbell,Seth Smith
3065,Chair,Horror,1951,22-04-1951,USA,5808322.03,8754348.94,13802362.51,1120250.96,4474875.64,10.0,100,10586,895,Julie Maxwell,Daniel Thompson
3066,However chair yes,Documentary,1992,21-12-1992,USA,13135876.14,9187695.49,13135876.14,1662453.6,4055437.55,7.2,82,1143,58,Kevin Green,Michelle Thomas
3067,Market girl,Action,1981,23-10-1981,USA,7646483.99,5060373.69,11548384.72,1024436.64,2547043.23,6.0,45,431,4100,Denise Horne,Terry Martinez
3068,Marriage thousand,Comedy,1988,22-06-1988,USA,25057531.43,44388728.19,84694735.3,12345961.56,21866733.36,7.2,63,268,1671,Dr. Jonathan Long,Monica Nelson MD
3069,Include machine standard,Comedy,1984,22-12-1984,USA,470439.07,473121.22,1001403.98,99492.01,205412.81,4.7,36,881,511,David Hall,Lawrence Thomas
3070,Move win job,Sci-Fi,1992,09-08-1992,USA,1334527.05,2410131.59,5513884.65,242113.1,1129552.42,5.1,46,5028,471,Sean Howard,Jimmy Smith
3071,Indeed support,Comedy,1976,23-01-1976,India,4937986.66,4058625.92,8315976.65,598425.35,1710121.08,8.1,92,233,2866,David Charles,Kevin Fernandez
3072,Speech meet owner,Drama,1972,02-10-1972,USA,2234100.97,7410259.02,11082778.47,1725945.2,3933568.88,3.1,42,8349,92,Francisco Ford,Thomas Hill
3073,Meet meeting,Comedy,1973,16-01-1973,USA,3147537.82,1844608.05,4059966.76,302039.53,749557.73,7.9,73,5397,402,Kristina Moore,Leonard Contreras
3074,Word many story,Sci-Fi,2016,16-08-2016,China,3504865.55,7053744.91,14189514.92,1337275.84,3034174.09,7.8,93,39358,50,Joseph Willis,Jonathan Lee
3075,Attack where society,Romance,2010,29-08-2010,Canada,9525636.24,24683019.14,37163106.23,7404338.42,13006186.47,4.7,49,1859,282,James Miller,Joshua Walker
3076,Development character over,Drama,2008,07-03-2008,USA,25724194.08,40733681.78,90370038.02,7046556.7,24307693.74,4.0,44,655,169,Joshua Morales,Sharon Brady
3077,Nothing,Comedy,1963,29-06-1963,USA,9383200.4,4167169.77,9383200.4,967708.89,1994736.42,6.6,53,296,2140,Michael Chung,Carla Dougherty
3078,Free up,Romance,1995,10-07-1995,USA,589223.74,264322.81,589223.74,43691.39,135629.64,7.4,63,4758,5417,Nicholas Murphy,Jeanette Archer
3079,Between although,Thriller,1999,04-07-1999,USA,6180732.92,7635044.16,12719095.51,1710808.09,3442747.9,7.9,68,367,94,Megan Sharp,Duane Fletcher DDS
3080,Center identify,Action,2004,22-01-2004,USA,7225933.82,23545173.52,33851363.03,3161265.9,13534960.32,7.8,93,879,208,Adriana Campbell,Russell Martin
3081,Difficult fish buy,Comedy,1967,10-07-1967,UK,1871107.08,4236901.3,7449236.55,1167108.12,1894251.43,4.7,37,2693,621,Jerry Owens,Sydney Jordan
3082,Sister or,Horror,1978,25-01-1978,China,892607.29,2017487.54,2981277.03,602941.44,1074307.48,8.3,72,13995,195,Chad Koch,Gina Fernandez
3083,Project age hundred,Romance,2024,24-01-2024,USA,1249840.56,938971.23,1620149.62,114373.29,561628.07,8.2,80,2121,9370,Jennifer Willis,Laura Wilson
3084,Learn community,Drama,1991,08-08-1991,USA,8083155.34,14873257.68,26446125.11,2626934.82,6177903.45,5.7,60,1039,50,Mr. Jorge Anderson,Jorge Thompson
3085,Know center,Sci-Fi,2013,08-08-2013,USA,3450216.4,6732715.49,9738463.41,1583646.08,3642450.06,4.0,44,1674,407,Jennifer Henry,Samuel Bond MD
3086,Like national such,Drama,2018,17-04-2018,USA,1555403.01,3034674.24,6103422.66,384585.05,1511013.03,7.1,77,7708,479,Roberto Underwood,Brian Mccormick
3087,Town son,Drama,1967,14-02-1967,China,1171466.05,1648048.24,2575811.74,281344.95,796217.35,4.3,44,62006,422,Thomas Peterson,John Jones
3088,Sign other,Romance,2009,15-10-2009,UK,10388596.34,15208276.63,34415758.56,2014300.37,7263450.06,6.5,71,2200,194,Andrew Chambers,Michael Hughes
3089,All statement animal,Action,1994,09-02-1994,USA,370565.23,670467.66,1618432.02,171262.25,274507.99,7.6,74,19778,50,Raymond Morris,Karen Shaffer
3090,Away lot every call,Horror,2023,22-11-2023,USA,1327306.94,2423752.24,4008574.58,694476.23,1127301.08,7.5,66,2775,1635,Terry Lawrence,Mckenzie Perez
3091,Hot politics,Romance,2020,03-07-2020,USA,100000.0,49884.91,108434.49,9491.05,20397.33,4.5,44,5837,141,Denise Horne,Rebecca Mejia
3092,As force painting financial,Documentary,2019,20-07-2019,USA,2174227.47,5621513.77,8429580.84,969517.51,2855121.84,7.7,84,133,3322,Amber Anderson,Mr. Michael Snyder
3093,Despite who,Romance,1993,27-03-1993,USA,220755.21,106741.24,220755.21,21867.29,53391.38,7.6,79,4120,51,Janice Taylor,Peter Sanders
3094,Stage short,Action,1971,28-03-1971,USA,874033.1,1744789.09,3251813.41,432333.97,956509.14,5.3,57,2368,83,Sonya Clark,Kimberly Ramirez
3095,Break member contain,Drama,2021,15-10-2021,UK,846976.0,575539.0,846976.0,66064.41,305474.45,7.0,64,9216,126,Oscar Santos,Diane Jacobs
3096,General window probably,Romance,1999,10-05-1999,USA,2708740.9,6048726.04,12032465.71,1391198.01,3528690.56,8.5,99,1317,596,Caitlin Brewer,Jeffrey Smith
3097,Tv reveal PM,Comedy,2008,04-12-2008,USA,5083403.4,3481308.36,5083403.4,723063.42,1566802.04,4.8,60,926,95,Tracy Tucker,Kelly Horn
3098,All player,Horror,1984,08-02-1984,USA,7730613.42,14771540.49,35811063.78,2129711.26,6688917.95,6.1,78,1457,1366,Renee Campbell,Michael Torres
3099,Guy customer apply effort,Documentary,1980,03-04-1980,USA,12576541.46,32639448.9,60550733.26,3422259.08,19503487.11,8.4,64,10418,3401,Francisco Ford,Jennifer Moore
3100,Type about,Drama,2018,26-10-2018,USA,5006768.39,9384204.9,15512326.46,1817046.84,4644498.38,7.6,83,1967,50,Kim Watkins,Samuel Wyatt
3101,Story when should,Drama,2013,06-04-2013,USA,2197656.55,2047741.44,3796616.34,442900.56,1207406.47,6.1,58,4869,2594,Terry Lawrence,Pamela Lopez
3102,Develop up,Action,2002,08-12-2002,USA,848661.76,495890.97,1128140.49,123331.56,227575.94,5.7,57,1827,2448,Darrell Carlson,Mark Jones
3103,Market very,Drama,1979,11-03-1979,USA,215200.84,619681.07,938532.73,168533.9,365224.75,8.5,87,1206,67,Lori Callahan,Sharon Rodriguez
3104,General including,Drama,2006,20-02-2006,Germany,76079755.77,119375950.7,180758240.7,14820522.37,62942546.08,5.3,54,1962,50,Jessica Rodriguez,Samantha Vargas
3105,And son,Drama,1981,14-07-1981,USA,18857568.46,36678440.52,82630961.68,7351226.65,21679010.31,5.3,71,4252,61,Tyler Sanchez,Adam Williams
3106,Age role number,Comedy,1984,22-10-1984,USA,4682138.68,3644505.57,8203791.33,743611.11,1905779.04,5.4,54,8030,321,Elizabeth Lane,Sandra Brown
3107,Individual treat,Comedy,2021,28-06-2021,USA,4395647.38,6333445.25,13615958.78,1666988.79,3468268.39,6.0,60,2420,3708,Matthew Beck,Christopher Tucker
3108,Message body,Comedy,1963,17-01-1963,Germany,1570034.75,2737420.07,5508876.59,634366.4,1559049.2,5.2,65,8798,1084,Jerry Owens,Christina Jones
3109,Country table coach,Drama,1979,23-10-1979,Canada,2938186.83,1541967.42,2938186.83,413176.74,894555.05,6.2,59,284,285,Manuel Benton,Sharon Brady
3110,Pass stock,Horror,1975,02-11-1975,USA,2486242.48,5654962.3,11855957.4,1458777.87,2458677.35,8.1,87,3303,3739,Jacqueline Briggs,Brian Rodriguez
3111,State paper decide,Documentary,1981,20-06-1981,China,5292767.78,9934374.13,19999746.44,1790031.28,5025226.16,5.5,46,162539,50,Christian Hernandez,Sharon Brady
3112,Cut grow character,Thriller,1968,19-09-1968,USA,41122787.05,58454996.09,102002407.9,10164183.07,30415910.82,6.9,56,35820,107,Christopher Roach,Timothy George
3113,Coach throughout drug particular,Drama,2005,01-09-2005,China,17730059.77,30497190.97,56103385.09,4976798.01,16374682.45,8.4,88,902,1113,Mr. Jorge Anderson,April Murphy
3114,Sound per,Comedy,1998,31-10-1998,USA,3275802.0,3591261.45,8325251.65,1011914.88,1839760.13,6.8,78,40777,93,Kayla Young,Amber Willis
3115,Wife tax,Drama,2011,09-10-2011,USA,5295340.42,15164561.38,24658786.02,3888713.73,8704142.42,7.5,67,24412,347,Barbara Torres,Theresa Cooley
3116,What pressure,Horror,2022,19-12-2022,France,576125.99,343949.19,576125.99,39369.2,149766.98,4.3,29,17659,787,Oscar Santos,Michelle Anderson
3117,Middle military house,Drama,1984,17-05-1984,France,128537.73,147247.05,270501.12,37577.84,80902.73,6.4,54,14265,3988,Vanessa Fox,Samantha Sanders
3118,Arrive during positive,Thriller,2003,27-01-2003,Canada,471854.86,276158.96,563856.35,77561.26,147479.4,4.7,45,1418,410,David Charles,Kathy Marshall
3119,Air program itself,Romance,2015,08-07-2015,USA,10398070.73,24480831.34,45443811.06,6999398.85,11048872.32,5.2,53,178,50,Jacqueline Briggs,Christopher Hanson
3120,Side become official,Comedy,2022,24-06-2022,India,38915024.28,49663880.88,76059569.33,7478787.08,24051799.31,6.8,70,8292,553,Eric Ramirez,Ashley Gilmore
3121,Culture institution ready,Drama,2005,04-09-2005,USA,8491408.59,11548911.22,19404698.2,3120709.15,6218426.38,7.7,78,3753,100,Brandon Fuller,Jessica Scott
3122,Chance rise themselves plan,Comedy,1951,07-03-1951,USA,5252768.89,10155133.67,17270441.57,2914140.67,5433961.38,5.5,63,2443,1985,Karen Barrett,Michael Hughes
3123,Guess Democrat with,Action,2004,15-06-2004,USA,2489714.91,1967212.75,3769748.09,372952.57,991088.83,7.6,91,1140,2061,Rachel Hayes,Duane Fletcher DDS
3124,Great provide bill,Comedy,2009,06-05-2009,USA,9977087.73,23755637.42,34944176.05,3585897.55,12169552.27,7.6,79,480,933,Jessica Rodriguez,Brandi Moon
3125,Health guy bring,Action,1994,07-02-1994,India,13490882.91,18987269.29,27463478.12,5590404.2,10751299.49,8.1,89,302,3611,Alyssa Adams,Tracy Klein
3126,Shake look,Horror,2006,23-11-2006,USA,2186439.8,3636283.14,8554740.91,823972.56,2113658.71,7.0,83,719,1113,Janice Taylor,Seth Smith
3127,Statement seek,Sci-Fi,1976,20-03-1976,USA,2304673.0,1409870.63,2304673.0,264343.66,579753.64,6.1,67,19022,1263,Amanda Montgomery,Timothy James
3128,Purpose future possible,Comedy,2008,25-03-2008,USA,346201.78,818971.11,1467089.2,149728.65,350380.76,7.6,69,166,50,Robert Webster,Eric Nelson
3129,Successful onto unit voice,Horror,1973,30-05-1973,USA,222571.82,316969.49,640883.1,35545.63,145123.03,5.2,51,1456,61,John Jones,Dawn Blake
3130,Project left all,Horror,1978,11-10-1978,USA,22325522.64,49682360.59,97172770.28,5502083.71,29396751.57,4.8,45,1496,353,William Walker,Lauren Horton
3131,Ball election project smile,Action,2008,02-04-2008,USA,735188.93,392567.28,735188.93,50572.11,206258.88,6.6,56,42879,2191,Matthew Beck,Miranda Armstrong
3132,Middle military house,Romance,1995,04-07-1995,Australia,11725846.86,7610354.88,17568025.57,1433787.45,4154846.2,6.7,74,4286,7104,Jennifer Willis,Jamie Chavez
3133,Behavior vote prepare,Romance,2011,28-04-2011,USA,601318.29,396877.42,788533.64,80156.34,185694.67,7.5,77,7524,344,Darrell Carlson,David Lopez
3134,Community list,Action,1974,21-09-1974,China,11678772.69,11167500.74,18345643.81,2641121.05,6365004.16,7.1,78,2765,4532,Jason Jones,Lucas Collins
3135,Hand size,Drama,2004,19-07-2004,Canada,21095914.54,28157114.42,67974382.09,3630040.76,12778654.8,6.6,69,421,3280,Renee Campbell,Stephanie Cervantes
3136,Become machine,Romance,1995,22-08-1995,South Korea,2214213.22,4620889.12,9967758.34,694312.81,2720149.54,8.5,94,2885,986,Melissa Hernandez,Daniel Callahan
3137,All appear,Thriller,2025,17-12-2025,UK,728717.31,1758443.58,2771950.8,227807.98,848794.27,4.5,35,13378,206,Charlotte Williams,Donald Benson
3138,Amount course pull,Drama,2021,17-12-2021,USA,150868.94,299984.67,695341.3,51978.21,147764.31,2.8,42,9448,189,Daniel Brown,Robin Dawson
3139,Themselves college,Thriller,1976,05-01-1976,USA,5414204.13,5650757.84,9450413.25,585794.53,2961131.85,5.9,39,2252,18117,Charles Lopez,Veronica Mills
3140,Son way,Thriller,2002,15-01-2002,India,625645.52,946653.83,1867643.44,114207.64,512165.23,5.8,69,725,62,Bryan Murray,Tonya Campbell
3141,Send between,Comedy,1982,24-09-1982,USA,12180296.72,18007032.59,38972673.4,3961027.75,9370991.59,7.1,77,768,65,Brandon Fuller,George Green
3142,Someone individual administration,Romance,1988,25-02-1988,USA,20450164.25,8548442.18,20450164.25,1043575.83,3608869.88,3.3,25,100,57,Gary Simmons,Darren Jones
3143,Certainly continue beyond,Comedy,2010,19-10-2010,Canada,3471675.71,4993585.25,7403365.35,604393.4,2365139.52,8.9,85,1361,192,Barbara Torres,Melissa Morales
3144,Certainly space nature,Comedy,1990,12-04-1990,USA,2636754.56,1821813.68,4194968.07,333249.42,1017357.36,6.7,59,3411,1754,Darlene Murphy,Chelsea Armstrong
3145,Determine trade,Comedy,1989,16-09-1989,USA,790326.68,515702.42,790326.68,135318.36,210581.15,7.6,69,2274,369,Jennifer Miller,Jennifer Hall
3146,Others purpose head,Action,2023,16-03-2023,USA,271616.34,292055.35,589958.37,49836.08,154728.06,9.7,93,2022,50,David Hall,Andrea Bowers
3147,Manage those senior,Romance,2024,29-08-2024,USA,48719352.43,32878830.09,48719352.43,8528048.4,16350590.14,6.5,69,398,984,Judy Walker,Ashley French
3148,Direction information majority their,Horror,1996,25-07-1996,China,2727629.02,1393962.07,2727629.02,173878.05,800077.69,5.5,31,4618,549,Kayla Young,Laura Wilson
3149,Free at hold,Sci-Fi,1981,18-06-1981,USA,6531043.05,21716321.89,31077159.81,6269786.84,9925198.87,6.0,64,8228,151,Michael Richards,Kristin Cook
3150,System thank ago,Thriller,2016,16-11-2016,China,1676560.38,4034881.97,6797006.45,1037822.09,1619776.37,7.1,71,116,59,Jennifer Atkinson,Brittany James
3151,Attorney push campaign everyone,Comedy,1960,13-05-1960,USA,2208437.34,2534282.07,5507700.13,530355.56,1259227.36,5.3,56,100,211,Renee Campbell,Dustin Jackson
3152,Know manage,Drama,1994,01-01-1994,USA,3301326.21,3236487.13,7860853.56,550911.06,1912611.61,5.8,56,1321,569,Megan Sharp,Stephanie Ferrell
3153,Coach lay,Comedy,2006,01-09-2006,USA,8104296.87,5656861.08,8104296.87,779404.41,2850414.9,8.0,81,3861,56,Sonya Clark,Holly Jones
3154,Apply all service themselves,Horror,2018,15-12-2018,USA,11933974.24,19701742.64,36210388.48,5744730.77,8156994.69,5.0,59,890,29808,John Jones,Julie Hoffman
